ID,Soil_Type,Region,Irrigation,pH,Moisture,Nitrogen,Phosphorus,Potassium,Organic_Matter,Electrical_Conductivity,Bulk_Density,Clay_Percent,Temperature,Rainfall_7d,Sunlight_hours,Slope,Suitability
192,Loam,Mountain,None,6.212,15.211,118.506,17.91,145.718,1.513,1.279,1.378,22.385,14.673,19.896,6.863,23.608,Unfavorable
193,Clay,Plain,Drip,6.22,,74.284,49.869,127.103,3.008,0.902,1.262,49.37,31.159,43.334,6.5,2.372,Favorable
194,Loam,Plain,Sprinkler,6.571,31.063,117.015,41.386,151.536,3.666,0.704,1.411,26.364,16.022,17.003,5.853,10.232,Favorable
195,Clay,Plain,Sprinkler,5.926,16.557,118.683,42.282,179.68,,1.198,1.49,52.872,16.25,16.724,6.277,8.487,Favorable
196,Loam,Plain,Sprinkler,6.442,30.121,117.244,39.535,166.773,2.024,0.806,1.358,24.342,14.755,2.396,8.467,4.672,Favorable
197,Loam,Hill,Drip,6.44,,111.76,59.44,100.529,2.128,0.848,1.485,19.071,16.901,17.057,5.8,8.855,Favorable
198,Silt,Hill,Sprinkler,6.771,33.096,95.395,52.21,179.483,2.403,1.008,1.33,22.386,17.572,22.005,3.739,6.086,Favorable
199,Silt,Plain,None,6.8,19.754,93.533,55.034,115.89,3.067,0.898,1.206,21.94,23.367,74.504,4.504,10.974,Favorable
200,Silt,Plain,None,6.953,27.652,133.4,52.592,145.881,3.406,0.8,1.362,19.977,11.671,41.641,5.684,5.977,Favorable
201,Sandy,Plain,Sprinkler,6.577,24.878,108.586,39.248,111.844,4.036,1.639,1.669,19.437,16.474,16.608,6.542,0.0,Favorable
202,Loam,Hill,Drip,6.372,30.067,112.953,62.181,138.1,3.477,0.869,1.47,23.664,22.876,13.733,6.693,10.993,Favorable
203,Loam,Hill,Sprinkler,6.542,17.507,123.169,66.979,93.688,1.852,1.579,1.563,16.989,10.697,16.401,5.995,8.706,Favorable
204,Loam,Plain,None,7.346,27.767,134.791,57.523,145.15,3.599,0.828,1.189,28.932,16.997,9.499,5.818,7.471,Favorable
205,Loam,Plain,Sprinkler,7.204,26.815,116.309,48.066,118.554,2.506,1.469,1.459,24.787,10.726,15.439,6.915,4.225,Favorable
206,Clay,Hill,None,6.86,20.65,121.564,38.698,152.629,,1.766,1.484,47.174,14.666,12.758,8.99,9.313,Unfavorable
207,Loam,Plain,Sprinkler,6.049,30.411,119.451,49.568,151.327,,0.92,1.408,34.495,21.966,21.745,6.641,0.0,Favorable
208,Silt,Plain,None,6.82,15.494,124.184,70.126,185.492,1.219,0.796,1.179,32.097,17.764,71.164,6.227,3.065,Favorable
209,Sandy,Plain,None,6.506,14.471,88.519,22.758,83.919,2.083,1.288,1.439,10.691,26.096,20.822,7.682,0.0,Unfavorable
210,Clay,Plain,None,6.435,22.725,109.405,60.873,177.002,4.627,1.235,1.477,38.438,15.117,22.342,7.27,0.0,Favorable
211,Clay,Hill,Drip,7.085,20.858,81.242,59.308,168.316,2.067,1.381,1.501,41.9,11.511,47.798,7.055,14.442,Favorable
212,Silt,Plain,None,6.89,19.144,129.741,39.709,119.545,2.478,1.156,1.452,17.703,20.518,17.707,9.659,6.706,Favorable
213,Clay,Hill,Sprinkler,7.0,21.798,71.941,59.597,175.997,2.742,1.456,1.398,48.624,20.796,19.611,7.274,0.0,Favorable
214,Sandy,Plain,None,5.614,26.219,61.425,44.402,118.345,2.75,0.989,1.619,3.022,16.119,5.729,8.046,0.0,Unfavorable
215,Loam,Mountain,None,6.457,15.722,87.185,26.803,165.715,1.657,0.593,1.448,16.406,13.934,17.843,6.893,20.613,Unfavorable
216,Clay,Plain,Drip,6.914,29.017,88.545,64.629,169.002,,0.693,1.353,52.541,18.99,27.072,6.9,0.0,Favorable
217,Sandy,Hill,None,6.601,19.972,73.546,33.114,98.417,2.975,0.256,1.565,8.992,9.82,23.055,7.894,9.471,Unfavorable
218,Silt,Plain,None,7.264,13.332,131.121,46.347,100.653,3.049,0.929,1.287,17.838,17.654,21.388,7.27,1.124,Favorable
219,Loam,Plain,Sprinkler,6.507,20.035,115.686,69.654,158.531,2.409,1.238,1.242,27.608,15.379,9.448,8.5,0.896,Favorable
220,Clay,Hill,Drip,6.677,12.934,142.37,53.393,143.113,4.245,1.307,1.627,54.691,15.969,11.862,7.814,15.734,Favorable
221,Loam,Plain,Drip,7.135,30.019,112.349,56.054,186.093,,1.319,1.458,28.106,21.016,13.883,3.952,9.981,Favorable
222,Clay,Plain,Drip,6.699,33.475,146.953,10.255,173.205,2.985,0.74,1.53,39.617,17.557,14.202,5.975,0.0,Favorable
223,Clay,Plain,None,7.045,24.638,87.963,64.756,169.793,3.789,1.022,1.325,51.661,23.716,12.119,7.142,9.859,Favorable
224,Clay,Plain,None,6.216,15.743,70.766,61.79,123.558,1.884,1.499,1.335,35.307,26.013,17.141,7.855,0.0,Favorable
225,Loam,Hill,Drip,7.458,21.653,131.25,35.29,164.664,2.564,0.366,1.274,17.29,18.951,21.101,4.989,7.786,Favorable
226,Clay,Hill,None,7.561,15.923,81.566,85.626,160.906,2.185,1.313,1.471,59.127,18.188,51.061,6.168,15.701,Unfavorable
227,Sandy,Plain,None,6.622,33.323,74.788,45.086,116.825,2.636,0.619,1.62,12.753,12.938,13.759,8.727,0.0,Unfavorable
228,Loam,Plain,Sprinkler,6.433,25.093,130.418,55.216,173.294,3.214,1.295,1.311,35.573,20.802,12.806,8.414,11.297,Favorable
229,Clay,Plain,Drip,6.359,14.756,106.353,45.686,136.231,3.364,0.954,1.568,43.983,22.188,40.989,7.108,0.0,Favorable
230,Clay,Plain,Drip,7.025,30.17,103.244,59.751,138.27,3.76,0.607,1.442,56.578,14.223,11.654,6.355,3.802,Favorable
231,Loam,Mountain,Sprinkler,7.158,30.651,95.52,44.749,185.793,2.547,1.155,1.474,22.341,12.361,4.367,6.657,16.629,Unfavorable
232,Clay,Plain,Sprinkler,6.833,20.866,107.071,89.217,130.428,1.951,1.098,1.486,51.93,22.072,18.353,7.182,5.794,Favorable
233,Loam,Plain,Sprinkler,6.826,23.818,84.714,47.069,200.933,3.074,0.761,1.257,23.615,22.544,31.938,6.352,0.264,Favorable
234,Clay,Hill,None,7.067,20.612,74.728,41.503,181.428,2.818,1.588,1.41,43.477,21.108,18.119,8.814,12.408,Unfavorable
235,Loam,Plain,None,7.15,35.457,116.153,70.011,144.223,2.988,0.978,1.379,31.864,20.72,9.702,5.626,0.0,Favorable
236,Loam,Plain,Sprinkler,6.241,34.661,105.49,47.451,167.0,3.231,0.867,1.293,34.605,20.937,5.086,8.278,0.894,Favorable
237,Silt,Plain,None,6.482,22.151,115.269,46.798,155.942,2.82,1.235,1.151,16.92,2.751,24.296,5.353,6.975,Favorable
238,Loam,Plain,Drip,7.21,30.038,128.574,50.375,161.929,3.961,1.028,1.291,23.578,17.562,71.684,6.707,0.0,Favorable
239,Clay,Plain,Drip,7.51,23.438,80.478,51.581,176.485,2.058,1.307,1.518,46.816,20.227,19.3,7.845,4.342,Favorable
240,Silt,Mountain,Drip,6.116,35.315,95.919,53.477,123.414,3.941,0.77,1.286,20.102,11.337,6.237,6.122,9.282,Favorable
241,Sandy,Plain,None,6.679,20.108,85.099,30.94,128.45,1.309,0.843,1.436,1.0,13.056,30.048,7.633,2.671,Favorable
242,Clay,Plain,Sprinkler,7.032,19.472,104.948,40.36,181.59,3.063,0.754,1.448,53.889,17.459,10.165,6.774,0.88,Favorable
243,Clay,Plain,None,6.509,20.849,118.603,46.721,166.525,3.896,0.717,1.622,47.01,12.875,16.084,6.619,2.709,Favorable
244,Sandy,Plain,None,6.404,23.787,89.241,32.443,147.632,2.137,0.736,1.503,5.394,17.022,26.789,8.257,6.867,Favorable
245,Loam,Hill,Sprinkler,6.375,20.204,75.1,42.99,118.082,2.948,0.97,1.482,18.105,18.993,32.426,5.265,14.265,Favorable
246,Clay,Hill,Sprinkler,7.075,26.248,103.197,25.119,175.551,3.898,1.688,1.396,48.05,20.344,31.975,6.615,11.013,Favorable
247,Clay,Plain,Sprinkler,6.832,26.537,90.954,56.82,167.236,,0.978,1.577,59.68,29.314,5.684,7.564,0.0,Favorable
248,Clay,Hill,Drip,7.219,19.283,59.726,81.832,130.525,3.092,1.229,1.234,46.277,14.415,31.875,6.192,5.439,Favorable
249,Loam,Mountain,Drip,6.82,15.683,89.259,52.825,138.163,2.754,0.981,1.389,28.51,14.132,11.816,7.184,15.003,Favorable
250,Loam,Plain,Drip,5.922,31.832,126.233,45.275,169.692,4.74,1.13,1.183,25.059,12.726,36.7,6.311,2.767,Favorable
251,Sandy,Plain,None,6.807,15.308,68.226,23.765,110.674,1.276,0.842,1.49,11.895,19.399,3.506,7.888,3.26,Unfavorable
252,Silt,Plain,Drip,6.848,37.583,78.39,57.582,111.882,3.936,0.652,1.581,21.682,12.626,40.161,5.617,0.738,Favorable
253,Silt,Plain,None,7.094,12.762,101.351,56.289,96.445,3.157,0.959,1.306,17.642,12.694,17.754,5.259,9.499,Favorable
254,Loam,Plain,None,6.507,17.794,133.369,67.701,170.007,2.852,1.123,1.362,28.562,21.099,39.107,5.439,10.644,Favorable
255,Loam,Plain,Drip,6.768,14.36,131.935,55.92,166.043,2.829,0.856,1.208,14.779,13.131,19.841,7.747,5.091,Favorable
256,Silt,Plain,Drip,5.998,18.269,105.0,46.795,148.586,2.593,0.758,1.365,9.314,23.102,39.633,8.171,10.269,Favorable
257,Sandy,Plain,Sprinkler,6.331,19.462,89.265,5.0,112.738,1.691,0.812,1.611,10.123,20.651,8.87,6.256,0.0,Unfavorable
258,Clay,Plain,None,6.547,21.161,104.707,34.174,171.624,3.504,1.038,1.493,46.014,5.256,5.747,6.52,4.155,Favorable
259,Loam,Plain,None,6.754,14.159,120.613,61.36,183.395,2.99,0.667,1.305,23.291,19.811,20.788,8.677,3.765,Favorable
260,Sandy,Plain,Sprinkler,6.56,24.332,71.4,9.474,112.85,,0.951,1.427,12.105,13.897,55.951,8.043,11.252,Favorable
261,Sandy,Hill,None,6.733,,53.205,54.177,101.006,3.678,0.508,1.578,5.108,18.521,12.29,6.479,11.335,Favorable
262,Sandy,Mountain,Drip,6.111,23.872,56.615,48.04,139.716,2.617,0.627,1.325,8.221,19.737,20.746,5.316,17.657,Unfavorable
263,Clay,Plain,None,7.703,20.727,100.026,28.742,142.251,3.806,0.941,1.277,38.03,14.046,4.702,7.964,0.0,Unfavorable
264,Sandy,Mountain,Sprinkler,6.196,28.005,61.589,59.019,102.715,3.358,1.204,1.633,4.815,18.571,4.625,6.501,7.735,Unfavorable
265,Loam,Plain,Sprinkler,6.208,25.24,144.397,43.643,136.921,1.268,1.263,1.466,23.496,16.061,29.672,5.635,3.485,Favorable
266,Clay,Hill,Drip,6.48,27.583,123.089,44.548,191.135,4.046,1.131,1.378,58.371,22.094,48.396,9.13,14.34,Favorable
267,Loam,Plain,Sprinkler,6.872,28.813,77.933,51.149,186.478,2.396,1.291,1.17,12.533,22.718,20.723,8.336,7.806,Favorable
268,Loam,Hill,None,6.786,13.577,118.04,53.678,165.313,2.16,1.681,1.522,26.305,17.168,3.199,5.998,10.156,Unfavorable
269,Loam,Plain,None,7.045,22.148,146.054,61.16,136.546,3.853,1.026,1.482,32.881,14.1,27.145,8.779,7.048,Favorable
270,Clay,Plain,None,6.999,30.047,87.795,62.74,143.655,2.931,0.855,1.483,51.407,24.981,9.987,9.468,17.737,Unfavorable
271,Sandy,Hill,Drip,6.998,20.07,72.261,19.492,134.278,1.446,0.652,1.538,2.099,12.049,27.108,6.861,12.401,Favorable
272,Loam,Hill,None,6.961,6.608,147.353,36.825,151.929,1.345,0.666,1.478,22.255,15.827,12.199,9.143,2.03,Unfavorable
273,Loam,Plain,Sprinkler,6.812,23.795,99.876,63.106,126.787,3.099,1.38,1.271,24.399,24.098,29.12,6.962,14.21,Favorable
274,Silt,Plain,Sprinkler,6.885,22.016,132.697,33.523,116.081,3.199,0.867,1.267,14.23,25.044,18.031,7.842,7.036,Favorable
275,Loam,Mountain,Drip,7.05,21.962,97.205,35.362,128.213,2.603,0.475,1.197,39.458,18.439,24.541,7.022,24.801,Favorable
276,Sandy,Mountain,None,6.467,26.284,51.127,21.019,95.532,1.944,1.133,1.597,1.685,15.99,10.305,8.814,14.692,Unfavorable
277,Clay,Plain,Sprinkler,7.051,27.998,121.898,42.687,168.661,3.675,1.286,1.558,52.995,9.499,36.564,7.945,14.761,Favorable
278,Sandy,Mountain,Sprinkler,6.714,21.332,107.915,28.087,77.819,2.03,0.533,1.665,12.641,18.954,17.383,9.893,3.441,Favorable
279,Sandy,Plain,None,6.25,16.112,105.177,38.947,82.593,3.083,0.351,1.596,9.842,13.706,10.813,6.094,2.411,Unfavorable
280,Loam,Hill,None,6.048,32.443,118.105,64.722,149.294,2.002,1.491,1.171,23.467,17.035,6.041,8.341,8.596,Unfavorable
281,Clay,Plain,Sprinkler,6.342,21.946,93.856,53.615,133.742,2.622,1.374,1.44,40.63,21.355,12.346,8.945,1.63,Favorable
282,Sandy,Plain,Drip,5.484,39.59,117.021,31.972,135.144,1.605,0.297,1.53,10.339,31.748,4.607,5.056,1.241,Unfavorable
283,Sandy,Mountain,Drip,6.455,25.81,78.972,45.702,76.262,2.234,0.541,1.401,6.919,7.327,8.407,6.804,13.426,Unfavorable
284,Loam,Plain,None,6.141,22.311,124.477,24.716,160.243,2.43,1.023,1.442,19.38,22.701,31.153,6.011,0.0,Favorable
285,Clay,Plain,Drip,7.265,22.163,114.87,61.455,148.132,2.453,1.418,1.226,41.955,24.677,19.955,6.965,5.574,Favorable
286,Sandy,Plain,None,6.149,24.642,123.91,33.284,106.276,,1.273,1.381,10.729,26.64,2.503,9.61,0.0,Unfavorable
287,Loam,Plain,Sprinkler,7.159,33.977,115.352,48.655,176.821,2.423,1.216,1.434,29.11,17.671,26.754,7.218,0.0,Favorable
288,Loam,Plain,None,6.734,14.103,121.73,46.858,160.554,2.783,1.079,1.224,26.709,22.359,40.9,7.892,0.0,Favorable
289,Loam,Plain,None,6.342,18.389,101.101,63.118,150.517,3.958,1.325,1.459,28.601,10.162,35.596,5.765,6.523,Favorable
290,Clay,Plain,Drip,6.795,29.052,146.298,58.752,180.155,4.094,1.445,1.395,51.076,19.843,22.27,6.673,0.0,Favorable
291,Loam,Plain,Drip,6.62,25.846,100.181,51.321,136.323,4.209,0.416,1.59,24.887,17.111,44.213,6.531,7.3,Favorable
292,Sandy,Plain,Drip,6.082,23.934,78.444,26.247,146.998,2.719,0.843,1.308,6.922,11.73,21.855,7.881,3.561,Favorable
293,Silt,Plain,Drip,6.424,24.146,128.587,46.828,84.203,2.146,0.72,1.246,10.42,15.012,9.063,6.865,7.668,Favorable
294,Loam,Hill,None,6.867,10.882,100.137,49.142,164.049,3.098,0.805,1.359,32.991,27.735,35.613,5.72,13.171,Favorable
295,Loam,Plain,None,7.498,22.757,128.188,72.786,180.56,4.084,1.1,1.277,20.707,8.635,9.246,7.979,0.0,Favorable
296,Clay,Plain,Sprinkler,7.17,26.461,86.76,51.732,171.897,2.519,1.354,1.436,52.448,8.927,74.973,7.121,7.78,Favorable
297,Silt,Plain,Sprinkler,7.278,26.178,116.072,38.114,139.624,2.078,0.796,1.34,31.474,22.281,13.01,6.388,9.929,Favorable
298,Silt,Plain,None,6.298,18.786,131.241,51.104,170.437,1.986,0.536,1.179,13.983,16.298,12.132,6.694,13.75,Unfavorable
299,Loam,Plain,Drip,6.295,23.157,118.955,62.285,157.85,2.479,1.102,1.378,10.307,18.509,3.961,7.069,7.88,Favorable
300,Loam,Plain,Sprinkler,7.082,21.705,140.085,58.215,131.258,2.671,1.356,1.506,21.849,26.74,6.135,8.114,0.0,Favorable
301,Clay,Plain,Drip,6.774,30.95,106.338,63.778,195.911,2.224,0.758,1.353,54.402,20.165,20.523,6.723,6.998,Favorable
302,Loam,Hill,None,6.573,25.56,122.526,47.292,159.673,2.295,0.943,1.411,28.642,13.752,17.845,6.372,16.742,Favorable
303,Loam,Plain,Drip,6.92,13.368,85.586,46.527,98.363,3.931,1.02,1.309,27.85,25.108,14.713,5.69,8.104,Favorable
304,Clay,Mountain,Sprinkler,6.529,19.112,75.394,78.4,155.053,3.145,1.34,1.263,47.882,21.284,8.82,8.548,11.312,Unfavorable
305,Sandy,Hill,None,7.13,,86.563,51.849,63.531,2.598,0.976,1.683,11.658,14.886,16.212,8.788,8.513,Unfavorable
306,Sandy,Hill,Sprinkler,7.633,31.616,55.072,25.347,120.971,2.966,0.686,1.419,2.494,26.129,23.133,6.414,14.782,Unfavorable
307,Sandy,Hill,None,7.238,22.392,96.075,44.095,135.593,1.244,0.177,1.625,1.0,24.151,22.703,6.713,3.118,Unfavorable
308,Clay,Plain,None,6.955,29.162,98.226,48.203,146.945,2.603,1.316,1.153,49.501,26.513,16.966,9.886,4.211,Favorable
309,Loam,Plain,Sprinkler,6.995,16.94,105.205,73.838,157.252,3.675,0.689,1.108,20.165,19.38,4.326,6.631,3.777,Favorable
310,Loam,Hill,None,6.742,,105.588,64.905,122.048,2.092,0.985,1.398,34.313,21.899,12.015,7.356,12.922,Favorable
311,Loam,Plain,Sprinkler,7.55,33.803,116.113,49.017,146.23,4.429,0.969,1.229,19.522,20.594,50.426,9.294,3.769,Favorable
312,Clay,Hill,None,7.257,14.804,135.359,67.595,128.368,3.187,1.595,1.601,36.788,23.053,16.67,6.208,12.707,Unfavorable
313,Loam,Plain,Sprinkler,7.46,29.093,134.883,49.395,154.659,2.363,0.515,1.243,22.169,21.481,19.07,9.615,4.719,Favorable
314,Loam,Plain,None,6.628,19.045,100.42,39.498,126.74,3.111,1.084,1.472,19.579,19.725,38.974,6.822,1.659,Favorable
315,Sandy,Hill,Sprinkler,7.047,25.943,53.074,9.026,114.639,2.929,0.631,1.603,7.155,22.232,37.441,8.742,3.954,Favorable
316,Clay,Plain,None,7.018,26.395,139.925,40.292,174.935,4.101,1.313,1.37,51.648,19.911,34.87,5.685,4.698,Favorable
317,Silt,Plain,None,6.335,10.788,110.977,47.152,139.353,3.135,0.879,1.135,17.915,21.161,6.447,4.918,7.374,Unfavorable
318,Loam,Plain,None,7.213,23.436,109.417,74.643,194.107,2.495,0.63,1.264,23.486,12.541,13.576,8.692,0.247,Favorable
319,Clay,Hill,None,6.733,20.279,48.685,64.157,161.722,1.449,1.312,1.584,44.557,15.124,10.901,6.972,5.081,Unfavorable
320,Sandy,Mountain,None,6.336,25.847,69.76,31.797,88.594,2.859,0.983,1.617,12.835,15.702,8.518,7.048,16.764,Unfavorable
321,Clay,Hill,Sprinkler,7.542,25.029,105.858,64.769,198.753,2.599,1.748,1.431,61.285,22.133,69.593,6.443,10.828,Unfavorable
322,Loam,Hill,Sprinkler,6.666,16.48,113.948,44.295,174.668,3.053,0.832,1.264,16.962,15.889,15.935,7.723,1.722,Favorable
323,Sandy,Mountain,None,6.724,23.125,63.014,34.626,117.273,3.156,0.513,1.781,1.0,13.276,40.041,5.854,16.547,Unfavorable
324,Loam,Hill,Sprinkler,6.82,24.293,96.223,48.02,189.25,3.484,0.621,1.338,15.907,19.669,13.056,5.522,5.501,Favorable
325,Loam,Hill,None,6.504,25.452,108.3,54.038,174.071,2.716,0.979,1.541,24.992,18.737,33.693,7.788,7.974,Favorable
326,Clay,Plain,None,7.205,23.91,164.613,63.649,120.94,4.073,1.034,1.36,45.891,21.142,13.201,8.662,3.816,Favorable
327,Sandy,Hill,Drip,6.301,25.14,86.139,24.97,127.019,1.92,0.843,1.484,4.213,16.22,28.508,7.381,6.691,Favorable
328,Sandy,Hill,None,6.775,23.179,108.042,25.826,113.512,2.239,0.773,1.398,1.0,18.392,75.201,7.717,11.602,Unfavorable
329,Loam,Hill,None,7.369,25.234,94.393,31.767,192.587,2.844,1.035,1.272,27.898,19.221,22.609,7.136,6.061,Favorable
330,Sandy,Plain,None,7.033,19.258,100.558,41.61,128.875,2.843,1.255,1.614,12.129,22.926,25.384,8.47,4.306,Favorable
331,Sandy,Mountain,None,6.525,18.607,49.071,16.052,44.251,2.283,0.904,1.436,1.0,25.06,22.49,7.35,12.982,Unfavorable
332,Loam,Plain,Drip,6.605,,108.056,49.634,205.563,3.804,1.128,1.444,40.208,14.797,5.979,10.301,6.754,Favorable
333,Loam,Plain,Sprinkler,6.967,25.391,127.111,81.019,154.838,3.067,0.804,1.41,22.205,16.481,40.883,6.539,2.613,Favorable
334,Loam,Plain,Sprinkler,6.364,31.381,128.01,71.685,246.111,1.13,0.843,1.345,26.18,22.348,56.262,6.139,0.0,Favorable
335,Sandy,Plain,None,6.711,26.642,101.976,31.595,94.496,2.728,0.949,1.747,3.968,19.467,6.899,7.098,6.324,Favorable
336,Loam,Hill,Sprinkler,6.068,17.225,153.917,43.238,162.116,2.794,0.914,1.135,37.985,9.506,6.006,7.238,12.399,Unfavorable
337,Sandy,Plain,Sprinkler,6.098,31.952,102.719,38.029,126.828,3.292,0.175,1.572,11.389,18.239,11.981,6.433,10.583,Unfavorable
338,Silt,Mountain,None,6.871,18.289,80.071,47.371,124.686,,0.945,1.211,14.936,14.508,3.462,6.672,7.701,Unfavorable
339,Sandy,Plain,None,6.589,23.289,121.673,38.015,100.062,2.325,1.151,1.562,6.743,18.904,18.603,7.064,7.62,Favorable
340,Clay,Plain,None,6.665,,95.578,57.171,157.576,4.62,0.904,1.412,47.019,26.013,21.141,8.384,11.091,Favorable
341,Loam,Mountain,None,7.082,18.787,107.803,41.768,161.524,1.671,1.014,1.482,18.87,13.776,34.274,4.915,8.16,Favorable
342,Loam,Hill,Sprinkler,7.276,31.593,102.45,47.462,173.227,3.675,1.282,1.293,25.097,22.581,13.966,3.508,1.818,Favorable
343,Sandy,Plain,None,6.4,,70.023,35.068,139.41,1.822,1.099,1.512,1.0,22.167,62.051,8.177,0.0,Unfavorable
344,Silt,Mountain,None,6.312,22.119,119.557,39.043,192.605,2.729,1.221,1.401,21.407,13.319,7.26,8.482,10.718,Unfavorable
345,Loam,Plain,Sprinkler,6.358,27.395,133.455,58.331,198.412,2.942,1.401,1.154,21.02,16.333,41.935,7.187,10.575,Favorable
346,Silt,Hill,Drip,6.832,21.506,119.631,63.292,172.543,5.747,1.82,1.153,7.805,10.235,18.677,4.427,9.756,Favorable
347,Clay,Mountain,None,6.592,22.969,110.128,39.513,106.631,3.153,0.346,1.301,40.095,10.666,39.196,3.119,11.016,Unfavorable
348,Loam,Plain,Drip,6.772,27.095,144.949,65.639,140.421,2.508,0.878,1.44,26.036,21.882,19.528,7.464,1.753,Favorable
349,Sandy,Plain,None,6.41,21.355,87.204,44.111,100.937,2.748,0.239,1.44,19.071,24.128,12.22,6.369,10.028,Favorable
350,Loam,Plain,None,6.71,25.132,133.992,62.418,123.775,2.707,1.323,1.347,20.66,15.673,7.911,6.645,0.052,Favorable
351,Sandy,Mountain,Drip,6.902,15.204,87.601,18.662,97.705,1.627,0.748,1.464,7.5,31.261,45.216,8.646,15.482,Unfavorable
352,Loam,Hill,None,6.76,8.195,89.936,48.666,151.818,2.259,1.72,1.475,34.725,18.066,25.146,7.322,19.27,Unfavorable
353,Sandy,Plain,None,6.37,25.526,99.463,55.684,124.386,2.013,0.286,1.544,9.758,14.004,31.614,8.461,0.0,Favorable
354,Sandy,Hill,Sprinkler,6.744,25.954,113.206,47.693,172.508,2.222,0.28,1.56,9.777,18.889,15.773,4.243,9.015,Unfavorable
355,Loam,Mountain,None,5.969,28.638,93.036,52.491,151.459,4.954,1.334,1.295,22.064,17.257,18.526,6.869,20.676,Unfavorable
356,Loam,Hill,Drip,6.571,19.235,110.933,54.0,116.074,2.508,1.598,1.292,29.624,18.78,14.109,6.91,9.488,Favorable
357,Sandy,Plain,Sprinkler,6.15,17.804,104.91,35.439,148.655,3.619,0.592,1.4,8.384,19.294,28.761,6.517,3.061,Favorable
358,Loam,Plain,Sprinkler,6.524,18.419,136.331,51.042,198.029,3.186,0.767,1.352,17.974,22.283,27.936,4.807,7.197,Favorable
359,Clay,Plain,Drip,7.29,23.947,107.327,66.006,149.118,2.47,1.264,1.23,45.758,19.962,8.339,7.777,3.238,Favorable
360,Loam,Plain,Sprinkler,6.401,,103.808,58.742,132.098,,1.291,1.285,28.958,13.923,25.568,11.0,9.542,Favorable
361,Loam,Plain,None,6.871,20.472,85.118,69.955,185.945,2.875,0.931,1.358,28.472,22.789,29.336,8.863,0.0,Favorable
362,Silt,Hill,Sprinkler,6.148,22.527,104.796,11.603,140.359,2.739,0.774,1.364,20.023,18.869,12.149,4.498,16.554,Unfavorable
363,Loam,Mountain,None,6.967,20.811,95.68,30.226,165.371,2.223,0.909,1.368,17.862,9.611,27.512,4.541,14.933,Favorable
364,Sandy,Plain,Drip,6.609,31.162,98.669,52.793,114.313,2.857,0.912,1.419,4.156,20.009,3.991,5.743,12.814,Favorable
365,Loam,Hill,Sprinkler,5.489,19.334,88.234,63.235,151.93,2.743,0.964,1.323,23.257,16.195,8.946,6.623,9.396,Unfavorable
366,Loam,Plain,Drip,6.491,30.147,129.938,49.157,138.75,3.528,1.596,1.443,22.951,21.11,47.839,7.951,3.626,Favorable
367,Clay,Hill,Sprinkler,7.212,18.481,131.061,14.425,192.854,2.313,1.247,1.438,47.078,3.789,18.218,5.855,9.985,Unfavorable
368,Clay,Plain,Sprinkler,7.263,31.762,117.272,66.936,135.556,3.53,0.964,1.479,51.431,23.756,44.128,8.476,0.0,Favorable
369,Silt,Plain,Sprinkler,6.79,30.633,97.784,37.642,130.026,2.015,1.334,1.47,11.957,23.61,9.901,8.473,6.907,Favorable
370,Silt,Mountain,None,6.593,11.175,51.563,39.597,142.786,1.448,0.797,1.28,19.267,17.225,6.847,7.92,17.953,Unfavorable
371,Loam,Hill,None,6.528,24.453,85.657,58.681,165.643,3.28,1.792,1.338,22.95,23.08,13.672,6.117,8.513,Favorable
372,Clay,Plain,None,6.953,27.913,141.83,43.8,192.746,2.623,0.871,1.482,48.901,15.568,46.528,9.103,14.195,Favorable
373,Silt,Plain,Sprinkler,6.847,28.951,88.469,61.792,195.064,2.752,1.211,1.172,14.755,16.54,54.344,7.904,0.453,Favorable
374,Loam,Plain,None,6.625,20.174,129.479,37.564,184.135,3.613,0.42,1.359,28.017,16.376,8.206,4.918,16.531,Favorable
375,Loam,Mountain,Drip,6.95,25.959,121.253,52.503,199.849,2.706,0.743,1.287,34.421,17.429,36.915,6.863,16.202,Favorable
376,Sandy,Plain,Drip,6.14,16.1,90.548,55.374,94.541,,0.853,1.396,10.294,26.535,9.589,5.849,0.0,Unfavorable
377,Loam,Plain,None,6.217,23.127,79.101,67.902,201.9,2.723,1.36,1.271,24.425,13.099,15.64,7.184,7.039,Favorable
378,Loam,Mountain,None,7.529,14.44,110.567,35.552,109.671,1.512,1.418,1.335,13.688,23.931,12.664,9.536,12.544,Unfavorable
379,Silt,Mountain,None,6.564,18.01,73.126,63.814,146.519,3.985,1.002,1.261,23.506,18.75,13.97,7.355,14.536,Unfavorable
380,Clay,Plain,Sprinkler,6.606,31.736,119.921,54.835,178.584,3.37,1.447,1.34,50.761,23.959,3.316,8.873,4.215,Favorable
381,Loam,Plain,None,6.791,21.819,116.906,65.267,89.284,3.681,0.611,1.516,38.432,18.974,28.795,7.592,0.0,Favorable
382,Loam,Mountain,Drip,7.325,25.645,105.485,40.818,136.388,1.205,1.039,1.209,12.002,13.765,15.917,5.273,26.665,Unfavorable
383,Sandy,Plain,Sprinkler,5.494,19.49,77.456,43.259,111.826,1.684,0.69,1.439,6.668,14.335,25.749,8.137,1.556,Unfavorable
384,Silt,Plain,Sprinkler,5.851,29.069,159.086,20.911,116.183,2.779,1.212,1.359,19.771,28.141,4.036,4.333,0.0,Favorable
